3.6234 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
26.9004 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
28.5419 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023D5B3EF0D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023D609EA2B0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
28.5420 	EXP 	window1: mouseVisible = True
28.5422 	EXP 	window1: mouseVisible = False
28.5423 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
28.5423 	EXP 	window1: recordFrameIntervals = False
28.7072 	EXP 	window1: recordFrameIntervals = True
28.8909 	EXP 	Screen (0) actual frame rate measured at 60.10Hz
28.8909 	EXP 	window1: recordFrameIntervals = False
32.0245 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
32.0292 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
32.6012 	EXP 	Sound sound_1 set volume 1.000
32.7291 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
32.8165 	EXP 	window1: mouseVisible = True
32.8259 	EXP 	Imported C:/Users/Yashi/Desktop/Lab in Psychology/ib_cons.xlsx as conditions, 12 conditions, 3 params
32.8278 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
32.8281 	EXP 	New trial (rep=0, index=0): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
32.8455 	EXP 	textbox: autoLog = True
32.8455 	EXP 	polygon: autoDraw = True
33.8236 	EXP 	polygon_2: autoDraw = True
33.8566 	EXP 	polygon: autoDraw = False
34.2540 	DATA 	Keypress: space
34.2621 	EXP 	polygon: autoDraw = False
34.2621 	EXP 	polygon_2: autoDraw = False
35.2688 	EXP 	text: autoDraw = True
35.2688 	EXP 	textbox: autoDraw = True
36.5902 	DATA 	Keypress: num_5
36.7402 	DATA 	Keypress: num_9
36.9565 	DATA 	Keypress: num_5
38.3899 	DATA 	Mouse: Left button down, pos=(976,246)
38.4027 	EXP 	New trial (rep=0, index=1): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
38.4059 	EXP 	text: autoDraw = False
38.4059 	EXP 	textbox: autoDraw = False
38.4059 	EXP 	polygon: autoDraw = True
38.6247 	DATA 	Mouse:  Left button up, pos=(976,246)
39.4060 	EXP 	polygon: autoDraw = False
39.4060 	EXP 	polygon_2: autoDraw = True
39.8081 	DATA 	Keypress: space
39.8224 	EXP 	polygon: autoDraw = False
39.8224 	EXP 	polygon_2: autoDraw = False
40.8224 	EXP 	text: autoDraw = True
40.8224 	EXP 	textbox: autoDraw = True
41.7934 	DATA 	Keypress: num_1
41.9589 	DATA 	Keypress: num_5
42.4059 	DATA 	Keypress: num_3
42.7557 	DATA 	Keypress: space
44.4556 	DATA 	Keypress: backspace
45.4582 	DATA 	Mouse: Left button down, pos=(968,233)
45.4732 	EXP 	New trial (rep=0, index=2): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
45.4886 	EXP 	text: autoDraw = False
45.4886 	EXP 	textbox: autoDraw = False
45.4886 	EXP 	polygon: autoDraw = True
45.6747 	DATA 	Mouse:  Left button up, pos=(968,233)
46.4884 	EXP 	polygon: autoDraw = False
46.4884 	EXP 	polygon_2: autoDraw = True
46.9242 	DATA 	Keypress: space
46.9382 	EXP 	polygon: autoDraw = False
46.9382 	EXP 	polygon_2: autoDraw = False
47.3383 	EXP 	text: autoDraw = True
47.3383 	EXP 	textbox: autoDraw = True
47.6913 	DATA 	Keypress: num_2
47.7217 	DATA 	Keypress: num_3
48.0052 	DATA 	Keypress: num_5
49.4382 	DATA 	Mouse: Left button down, pos=(1025,256)
49.4393 	EXP 	New trial (rep=0, index=3): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
49.4545 	EXP 	text: autoDraw = False
49.4545 	EXP 	textbox: autoDraw = False
49.4545 	EXP 	polygon: autoDraw = True
49.6732 	DATA 	Mouse:  Left button up, pos=(1025,256)
50.4545 	EXP 	polygon: autoDraw = False
50.4545 	EXP 	polygon_2: autoDraw = True
51.3897 	DATA 	Keypress: space
51.4041 	EXP 	polygon: autoDraw = False
51.4041 	EXP 	polygon_2: autoDraw = False
52.1042 	EXP 	text: autoDraw = True
52.1042 	EXP 	textbox: autoDraw = True
52.3213 	DATA 	Keypress: num_2
52.3380 	DATA 	Keypress: num_6
52.6379 	DATA 	Keypress: num_4
53.4259 	DATA 	Mouse: Left button down, pos=(1025,256)
53.4386 	EXP 	New trial (rep=0, index=4): {'delay': 0.7, 'freq': 400, 'condition': 'unexp'}
53.4541 	EXP 	text: autoDraw = False
53.4541 	EXP 	textbox: autoDraw = False
53.4541 	EXP 	polygon: autoDraw = True
53.6233 	DATA 	Mouse:  Left button up, pos=(1025,256)
54.4539 	EXP 	polygon: autoDraw = False
54.4539 	EXP 	polygon_2: autoDraw = True
54.9564 	DATA 	Keypress: space
54.9706 	EXP 	polygon: autoDraw = False
54.9706 	EXP 	polygon_2: autoDraw = False
55.9705 	EXP 	text: autoDraw = True
55.9705 	EXP 	textbox: autoDraw = True
57.6206 	DATA 	Keypress: num_4
57.8540 	DATA 	Keypress: num_3
58.1205 	DATA 	Keypress: num_2
59.2038 	DATA 	Mouse: Left button down, pos=(1026,232)
59.2049 	EXP 	New trial (rep=0, index=5): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
59.2200 	EXP 	text: autoDraw = False
59.2200 	EXP 	textbox: autoDraw = False
59.2200 	EXP 	polygon: autoDraw = True
59.4224 	DATA 	Mouse:  Left button up, pos=(1026,232)
60.2201 	EXP 	polygon: autoDraw = False
60.2201 	EXP 	polygon_2: autoDraw = True
60.5723 	DATA 	Keypress: space
60.5864 	EXP 	polygon: autoDraw = False
60.5864 	EXP 	polygon_2: autoDraw = False
60.9865 	EXP 	text: autoDraw = True
60.9865 	EXP 	textbox: autoDraw = True
62.2200 	DATA 	Keypress: num_4
